-986.013,-194.651,-3.70559
-985.218,-195.613,-3.7018
-986.344,-194.254,-3.70718
-985.527,-195.24,-3.70327
-984.728,-196.2,-3.69942
-983.945,-197.143,-3.69566
-983.178,-198.065,-3.69197
-989.325,-190.688,-3.72162
-988.425,-191.776,-3.71732
-987.547,-192.831,-3.71308
-986.691,-193.843,-3.70888
-985.85,-194.852,-3.70483
-985.029,-195.836,-3.70086
-984.223,-196.804,-3.69698
-983.435,-197.754,-3.6932
-982.662,-198.685,-3.68949
-981.906,-199.597,-3.68586
-981.165,-200.488,-3.6823
-999.21,-178.783,-3.76907
-998.054,-180.177,-3.76354
-996.928,-181.545,-3.75818
-992.694,-186.618,-3.73773
-991.699,-187.815,-3.73294
-990.726,-188.991,-3.72829
-989.776,-190.14,-3.72375
-988.847,-191.263,-3.71931
-987.94,-192.352,-3.71495
-987.056,-193.405,-3.71064
-986.19,-194.445,-3.70647
-985.343,-195.464,-3.7024
-984.514,-196.46,-3.69841
-983.703,-197.436,-3.69451
-982.908,-198.393,-3.6907
-982.131,-199.33,-3.68697
-981.37,-200.247,-3.68331
-980.624,-201.146,-3.67973
-979.892,-202.033,-3.67624
-1000.03,-177.801,-3.77308
-998.831,-179.242,-3.76727
-997.661,-180.652,-3.76165
-996.521,-182.026,-3.75618
-995.409,-183.366,-3.75085
-994.325,-184.665,-3.74561
-993.269,-185.936,-3.74054
-992.239,-187.159,-3.73551
-991.233,-188.376,-3.7307
-990.25,-189.564,-3.72601
-989.291,-190.725,-3.72143
-988.354,-191.857,-3.71695
-987.44,-192.951,-3.71253
-986.546,-194.025,-3.70823
-985.673,-195.076,-3.70402
-984.819,-196.102,-3.69991
-983.984,-197.106,-3.6959
-983.167,-198.09,-3.69197
-982.367,-199.053,-3.68813
-981.584,-199.996,-3.68437
-980.818,-200.919,-3.6807
-980.067,-201.824,-3.67709
-979.331,-202.714,-3.67358
-1002.2,-175.2,-3.78349
-1000.91,-176.745,-3.77728
-999.658,-178.249,-3.77125
-998.44,-179.716,-3.7654
-997.254,-181.145,-3.75971
-996.099,-182.536,-3.75417
-994.974,-183.891,-3.74877
-993.878,-185.211,-3.7435
-992.81,-186.481,-3.7383
-991.769,-187.732,-3.73328
-990.752,-188.958,-3.72841
-989.76,-190.154,-3.72365
-988.791,-191.327,-3.71903
-987.845,-192.472,-3.71451
-986.922,-193.581,-3.71007
-986.021,-194.666,-3.70574
-985.14,-195.725,-3.7015
-984.279,-196.76,-3.69736
-983.438,-197.772,-3.69331
-982.614,-198.763,-3.68936
-981.809,-199.732,-3.68549
-981.021,-200.681,-3.68171
-980.25,-201.611,-3.678
-979.495,-202.521,-3.67438
-978.756,-203.412,-3.67084
-978.029,-204.293,-3.66738
-1003.19,-174.011,-3.78827
-1001.84,-175.627,-3.7818
-1000.54,-177.197,-3.77552
-999.269,-178.725,-3.76942
-998.034,-180.212,-3.76349
-996.833,-181.66,-3.75772
-995.663,-183.069,-3.75211
-994.524,-184.441,-3.74664
-993.416,-185.766,-3.74127
-992.335,-187.06,-3.73605
-991.282,-188.325,-3.73098
-990.255,-189.563,-3.72605
-989.253,-190.771,-3.72125
-988.276,-191.949,-3.71656
-987.321,-193.104,-3.712
-986.388,-194.233,-3.70755
-985.479,-195.326,-3.70317
-984.591,-196.395,-3.6989
-983.723,-197.438,-3.69473
-982.875,-198.458,-3.69065
-982.046,-199.456,-3.68667
-981.235,-200.432,-3.68277
-980.442,-201.387,-3.67896
-979.666,-202.322,-3.67524
-978.906,-203.238,-3.6716
-978.163,-204.134,-3.66803
-977.433,-205.017,-3.66455
-1002.84,-174.434,-3.78665
-1001.48,-176.076,-3.78009
-1000.15,-177.671,-3.77372
-998.866,-179.219,-3.76752
-997.614,-180.727,-3.76151
-996.396,-182.194,-3.75567
-995.212,-183.621,-3.74998
-994.059,-185.01,-3.74444
-992.937,-186.347,-3.73899
-991.844,-187.659,-3.73373
-990.779,-188.938,-3.7286
-989.741,-190.191,-3.72363
-988.728,-191.414,-3.71878
-987.741,-192.607,-3.71406
-986.778,-193.769,-3.70944
-985.837,-194.907,-3.70495
-984.919,-196.011,-3.70054
-984.024,-197.087,-3.69623
-983.15,-198.137,-3.69202
-982.295,-199.165,-3.68791
-981.46,-200.17,-3.6839
-980.644,-201.153,-3.67997
-979.845,-202.114,-3.67614
-979.064,-203.055,-3.67239
-978.3,-203.976,-3.66873
-977.553,-204.878,-3.66514
-976.82,-205.763,-3.66164
-976.102,-206.633,-3.65822
-975.401,-207.474,-3.65484
-1002.49,-174.875,-3.78497
-1001.1,-176.543,-3.77831
-999.754,-178.162,-3.77185
-998.447,-179.734,-3.76556
-997.178,-181.262,-3.75946
-995.944,-182.749,-3.75354
-994.743,-184.194,-3.74778
-993.576,-185.601,-3.74217
-992.44,-186.96,-3.73668
-991.335,-188.287,-3.73135
-990.258,-189.58,-3.72617
-989.208,-190.848,-3.72114
-988.185,-192.083,-3.71625
-987.188,-193.284,-3.71146
-986.216,-194.457,-3.7068
-985.267,-195.604,-3.70226
-984.341,-196.719,-3.69782
-983.439,-197.804,-3.69347
-982.557,-198.863,-3.68923
-981.696,-199.9,-3.6851
-980.855,-200.912,-3.68105
-980.033,-201.9,-3.6771
-979.23,-202.867,-3.67324
-978.444,-203.813,-3.66947
-977.676,-204.74,-3.66578
-976.924,-205.647,-3.66218
-976.187,-206.539,-3.65866
-975.467,-207.407,-3.65521
-974.763,-208.252,-3.65182
-974.074,-209.079,-3.6485
-1003.57,-173.589,-3.79022
-1002.11,-175.334,-3.78323
-1000.7,-177.028,-3.77646
-999.338,-178.672,-3.76989
-998.012,-180.268,-3.76352
-996.725,-181.817,-3.75733
-995.474,-183.325,-3.75133
-994.258,-184.791,-3.7455
-993.075,-186.216,-3.73982
-991.925,-187.598,-3.73429
-990.807,-188.938,-3.72889
-989.718,-190.246,-3.72365
-988.657,-191.527,-3.71857
-987.624,-192.775,-3.71362
-986.617,-193.985,-3.70878
-985.636,-195.169,-3.70407
-984.678,-196.325,-3.69949
-983.744,-197.45,-3.69501
-982.834,-198.545,-3.69063
-981.945,-199.614,-3.68636
-981.078,-200.659,-3.68219
-980.231,-201.678,-3.67812
-979.403,-202.673,-3.67414
-978.595,-203.646,-3.67026
-977.805,-204.597,-3.66646
-977.032,-205.527,-3.66275
-976.276,-206.438,-3.65913
-975.536,-207.334,-3.65559
-974.813,-208.204,-3.65212
-974.106,-209.052,-3.64871
-973.415,-209.883,-3.64538
-972.738,-210.696,-3.64212
-1003.2,-174.037,-3.78852
-1001.72,-175.813,-3.78142
-1000.29,-177.533,-3.77453
-998.906,-179.202,-3.76786
-997.56,-180.824,-3.7614
-996.254,-182.398,-3.75514
